timestamp,run_id,rank,market_number,market_title,side,consensus,consensus_count,total_models,reasoning,link
2025-11-06T11:30:10.765702,20251106_113010,5,3,Will Anthropic have the top AI model at the end of November 2025?,NO,5 out of 5 models agreed,5,5,"All models concur that while Anthropic is competitive, they lack the scale and resources to claim the top spot against OpenAI and Google by November 2025.",https://polymarket.com/event/which-company-has-top-ai-model-end-of-november-style-control-on
2025-11-06T11:50:07.147425,20251106_115007,1,7,Will Trump win FIFA Peace Prize?,NO,5 out of 5 models agreed,5,5,All models recognize that FIFA doesn't award a Peace Prize and this outcome is highly improbable.,https://polymarket.com/event/will-trump-win-fifa-peace-prize
2025-11-06T11:50:07.147425,20251106_115007,2,9,Fed rate hike in 2025?,NO,4 out of 5 models agreed (1 YES outlier),4,5,Strong consensus that Fed is in cutting cycle with rate hikes extremely unlikely given current economic trajectory.,https://polymarket.com/event/fed-rate-hike-in-2025
2025-11-06T11:50:07.147425,20251106_115007,3,3,Will NVIDIA dip to $192 in November?,NO,4 out of 5 models agreed (1 NO_TRADE),4,5,Models agree NVIDIA's momentum and AI tailwinds make a significant drop to $192 highly unlikely in November.,https://polymarket.com/event/what-price-will-nvda-hit-in-november-2025
2025-11-06T11:50:07.147425,20251106_115007,4,11,Will NVIDIA be the largest company in the world by market cap on November 30?,NO,4 out of 5 models agreed (1 NO_TRADE),4,5,Strong agreement that NVIDIA surpassing Apple/Microsoft by month-end would require unrealistic massive gains.,https://polymarket.com/event/largest-company-end-of-november
2025-11-06T11:50:07.147425,20251106_115007,5,13,Will OpenAI have the top AI model on December 31?,YES,4 out of 5 models agreed (1 NO_TRADE),4,5,Models converge on OpenAI maintaining market leadership position through year-end given current dominance.,https://polymarket.com/event/which-company-has-best-ai-model-end-of-2025
2025-11-06T12:27:25.104283,20251106_122725,1,16,US strikes Nigeria by November 30?,NO,4 out of 4 models agreed,4,4,All models agree there are no credible tensions or strategic reasons for US military action against Nigeria.,https://polymarket.com/event/us-strikes-nigeria-by
2025-11-06T12:27:25.104283,20251106_122725,2,4,Will Trump pardon Daniel Penny in 2025?,NO,4 out of 4 models agreed,4,4,Complete consensus that this case lacks the political significance or federal jurisdiction for a presidential pardon.,https://polymarket.com/event/who-will-trump-pardon-in-2025
2025-11-06T12:27:25.104283,20251106_122725,3,17,Lisa Cook out as Fed Governor by December 31?,NO,4 out of 4 models agreed,4,4,All models agree Fed Governor positions are stable with no indication of early departure or scandal.,https://polymarket.com/event/lisa-cook-out-as-fed-governor-by-september-30
2025-11-06T12:27:25.104283,20251106_122725,4,11,EU/NATO country announces peacekeeping force in Ukraine?,NO,4 out of 4 models agreed,4,4,Universal agreement that NATO countries continue to avoid direct military intervention due to escalation concerns.,https://polymarket.com/event/eunato-country-announces-peacekeeping-force-in-ukraine
2025-11-06T12:27:25.104283,20251106_122725,5,2,Will Apple be the largest company in the world by market cap on November 30?,YES,3 out of 4 models agreed (1 NO_TRADE),3,4,Strong consensus that Apple's market leadership and stable fundamentals make it likely to maintain top position.,https://polymarket.com/event/largest-company-end-of-november
2025-11-06T12:58:18.424461,20251106_125818,1,15,Jeffrey Epstein foul play confirmed in 2025?,NO,5 out of 5 models agreed,5,5,All models agree that official confirmation of foul play is highly unlikely given closed investigations and lack of new credible evidence.,https://polymarket.com/event/jeffrey-epstein-foul-play-confirmed-in-2025
2025-11-06T12:58:18.424461,20251106_125818,2,23,Epstein or Maxwell confirmed Mossad operatives in 2025?,NO,5 out of 5 models agreed,5,5,Universal consensus that official verification of Mossad operative status is speculative and extremely improbable in 2025.,https://polymarket.com/event/epstein-or-maxwell-confirmed-mossad-opperatives-in-2025
2025-11-06T12:58:18.424461,20251106_125818,3,9,Lighter market cap (FDV) >$8B one day after launch?,NO,5 out of 5 models agreed,5,5,All models view $8B FDV as extremely ambitious and unrealistic for a new crypto project launch in current market conditions.,https://polymarket.com/event/lighter-market-cap-fdv-one-day-after-launch
2025-11-06T12:58:18.424461,20251106_125818,4,5,Will the Fed cut-cut-cut in 2025?,YES,4 out of 5 models agreed (1 NO_TRADE),4,5,Strong consensus that economic conditions and inflation moderation will lead to multiple Fed rate cuts in 2025.,https://polymarket.com/event/fed-decisions-in-2025
2025-11-06T12:58:18.424461,20251106_125818,5,17,Another US military action against Iran before 2026?,NO,4 out of 5 models agreed (1 NO_TRADE),4,5,Models agree that diplomatic approaches are more likely and full military action remains improbable without major provocation.,https://polymarket.com/event/another-us-military-action-against-iran-before-2026
2025-11-06T13:39:08.922142,20251106_133908,1,6,Obama federally charged in 2025?,NO,4 out of 4 models agreed,4,4,All models unanimously agree federal charges against Obama are extremely improbable with no evidence or investigations.,https://polymarket.com/event/obama-federally-charged-in-2025
2025-11-06T13:39:08.922142,20251106_133908,2,23,Ukraine election called in 2025?,NO,4 out of 4 models agreed,4,4,Perfect consensus that martial law and ongoing conflict make elections in 2025 highly unlikely.,https://polymarket.com/event/ukraine-election-called-in-2025
2025-11-06T13:39:08.922142,20251106_133908,3,1,Trump out as President in 2025?,NO,4 out of 4 models agreed,4,4,All models agree removal or resignation in first year is extremely unlikely given political dynamics.,https://polymarket.com/event/trump-out-as-president-in-2025
2025-11-06T13:39:08.922142,20251106_133908,4,17,Will a new country join the Abraham Accords in 2025?,YES,4 out of 4 models agreed,4,4,Strong consensus on diplomatic momentum and Trump administration actively pursuing expansion with countries like Saudi Arabia.,https://polymarket.com/event/will-a-new-country-join-the-abraham-accords-in-2025
2025-11-06T13:39:08.922142,20251106_133908,5,19,Will a new country join the Abraham Accords before 2027?,YES,4 out of 4 models agreed,4,4,Extended timeline significantly increases probability with all models confident in continued Middle East normalization efforts.,https://polymarket.com/event/will-a-new-country-join-the-abraham-accords-before-2027
2025-11-06T15:59:54.684951,20251106_155954,1,11,US forces in Venezuela by December 31?,NO,5 out of 5 models agreed,5,5,All models unanimously agree that US military deployment to Venezuela by year-end is extremely unlikely given current geopolitical constraints and lack of escalation indicators.,https://polymarket.com/event/us-forces-in-venezuela-by
2025-11-06T15:59:54.684951,20251106_155954,2,9,Will Zohran Mamdani be the #1 searched person on Google this year?,NO,5 out of 5 models agreed,5,5,Universal consensus that a NYC politician lacks the global recognition and media presence to become the most searched person worldwide.,https://polymarket.com/event/1-searched-person-on-google-this-year
2025-11-06T15:59:54.684951,20251106_155954,3,21,Israel and Syria normalize relations in 2025?,NO,5 out of 5 models agreed,5,5,"Complete agreement that normalization is highly improbable given Syria's instability, Assad regime dynamics, and ongoing regional conflicts.",https://polymarket.com/event/israel-and-syria-normalize-relations-in-2025
2025-11-06T15:59:54.684951,20251106_155954,4,5,Will Monster Beverage (MNST) beat quarterly earnings?,YES,5 out of 5 models agreed,5,5,All models cite Monster's strong track record of beating earnings estimates and significant recent betting activity indicating informed confidence.,https://polymarket.com/event/mnst-quarterly-earnings-gaap-eps-11-06-2025-0pt48
2025-11-06T15:59:54.684951,20251106_155954,5,6,Will Bianca Censori be the #1 searched person on Google this year?,NO,5 out of 5 models agreed,5,5,"Universal agreement that achieving #1 global search ranking for an entire year is extremely unlikely against major political figures, celebrities, and global newsmakers.",https://polymarket.com/event/1-searched-person-on-google-this-year
2025-11-06T16:30:40.062756,20251106_163040,1,11,5kt meteor strike in 2025?,NO,4 out of 4 models agreed,4,4,All models recognize that a 5kt meteor strike is an astronomically rare event with near-zero probability in any given year.,https://polymarket.com/event/5kt-meteor-strike-in-2025
2025-11-06T16:30:40.062756,20251106_163040,2,21,Will HŠK Zrinjski Mostar win on 2025-11-06?,NO,4 out of 4 models agreed,4,4,Universal agreement that Zrinjski is a clear underdog away at Dynamo Kyiv with minimal chance of victory.,https://polymarket.com/event/col-dyn-zri-2025-11-06
2025-11-06T16:30:40.062756,20251106_163040,3,15,Will Bayern München win on 2025-11-08?,YES,4 out of 4 models agreed,4,4,Complete consensus that Bayern München's dominance makes them overwhelming favorites against Union Berlin.,https://polymarket.com/event/bun-bay-2025-11-08
2025-11-06T16:30:40.062756,20251106_163040,4,10,Will Russia enter Huliaipole by November 30?,NO,4 out of 4 models agreed,4,4,All models agree that Huliaipole's distance from current Russian positions and strong defenses make capture by November 30 extremely unlikely.,https://polymarket.com/event/will-russia-enter-huliaipole-by-november-30
2025-11-06T16:30:40.062756,20251106_163040,5,9,Will Russia enter Lyman by November 30?,NO,4 out of 4 models agreed,4,4,Universal consensus that Ukrainian defensive lines and slowed Russian advances make Lyman capture improbable by the deadline.,https://polymarket.com/event/will-russia-enter-lyman-by-november-30
2025-11-06T17:06:37.077608,20251106_170637,1,6,U.S. x Russia Nuclear deal by December 31?,NO,5 out of 5 models agreed,5,5,All models cite current geopolitical tensions and stalled diplomatic relations making a nuclear deal by year-end extremely unlikely.,https://polymarket.com/event/us-x-russia-nuclear-deal-by-december-31
2025-11-06T17:06:37.077608,20251106_170637,2,8,Zohran Mamdani citizenship revoked before 2027?,NO,5 out of 5 models agreed,5,5,Universal agreement that citizenship revocation of a U.S.-born politician is legally complex and extraordinarily rare.,https://polymarket.com/event/zohran-mamdani-citizenship-revoked-before-2027
2025-11-06T17:06:37.077608,20251106_170637,3,14,OpenAI $1t+ IPO before 2027?,NO,5 out of 5 models agreed,5,5,All models agree that achieving a $1 trillion valuation and going public before 2027 is unrealistic given current market conditions and regulatory hurdles.,https://polymarket.com/event/openai-1t-ipo-before-2027
2025-11-06T17:06:37.077608,20251106_170637,4,24,Will Jesus Christ return before GTA VI?,NO,5 out of 5 models agreed,5,5,"Complete consensus that GTA VI's expected 2025 release will occur before any eschatological event, making this essentially a certainty trade.",https://polymarket.com/event/what-will-happen-before-gta-vi
2025-11-06T17:06:37.077608,20251106_170637,5,4,Monad market cap (FDV) >$8B one day after launch?,NO,5 out of 5 models agreed,5,5,All models view an $8 billion FDV immediately after launch as extremely ambitious for a new L1 blockchain project.,https://polymarket.com/event/monad-market-cap-fdv-one-day-after-launch
2025-11-07T06:44:48.935390,20251107_064448,1,21,Will Max Verstappen be the 2025 Drivers Champion?,YES,4 out of 4 models agreed,4,4,All models cite Verstappen's dominant performance and Red Bull's superiority as making him the clear favorite for the 2025 championship.,https://polymarket.com/event/f1-drivers-champion
2025-11-07T06:44:48.935390,20251107_064448,2,9,Will Jesus Christ return before GTA VI?,NO,4 out of 4 models agreed,4,4,All models recognize this as a meme market where GTA VI's scheduled 2025 release is far more likely than a theological event.,https://polymarket.com/event/what-will-happen-before-gta-vi
2025-11-07T06:44:48.935390,20251107_064448,3,14,Will China invades Taiwan before GTA VI?,NO,4 out of 4 models agreed,4,4,All models agree that a Chinese invasion carries enormous geopolitical risks and is highly unlikely before GTA VI's expected release.,https://polymarket.com/event/what-will-happen-before-gta-vi
2025-11-07T06:44:48.935390,20251107_064448,4,19,Will Trump pardon Antoine Massey in 2025?,NO,4 out of 4 models agreed,4,4,All models note that Massey is obscure and Trump's pardons typically target high-profile political allies or celebrities.,https://polymarket.com/event/who-will-trump-pardon-in-2025
2025-11-07T06:44:48.935390,20251107_064448,5,6,Will Russia capture all of Kupiansk by December 31?,NO,4 out of 4 models agreed,4,4,All models assess that full capture requires resources Russia lacks and current military stalemate makes this improbable by year-end.,https://polymarket.com/event/will-russia-capture-all-of-kupiansk-by
2025-11-07T07:35:36.532577,20251107_073536,1,2,Will the Republicans win the Tennessee Senate race in 2026?,YES,5 out of 5 models agreed,5,5,All models unanimously agree Tennessee's strong Republican partisan lean makes GOP victory highly probable in 2026.,https://polymarket.com/event/tennessee-senate-election-winner
2025-11-07T07:35:36.532577,20251107_073536,2,22,USDC depeg by December 31?,NO,5 out of 5 models agreed,5,5,Universal consensus that USDC's robust reserves and stability make a depeg by year-end extremely unlikely.,https://polymarket.com/event/stablecoins-depeg-by-december-31
2025-11-07T07:35:36.532577,20251107_073536,3,8,Will Chase Infiniti be nominated for Best Supporting Actress at the 98th Academy Awards?,NO,5 out of 5 models agreed,5,5,"All models recognize Chase Infiniti as either unknown or fictional, making an Oscar nomination impossible.",https://polymarket.com/event/oscars-2026-best-supporting-actress-nominations
2025-11-07T07:35:36.532577,20251107_073536,4,19,Nuclear weapon detonation by June 30?,NO,5 out of 5 models agreed,5,5,Complete agreement that nuclear detonations remain extremely rare events with no credible escalation indicators.,https://polymarket.com/event/nuclear-weapon-detonation-by-june-30
2025-11-07T07:35:36.532577,20251107_073536,5,23,"WTA Finals, Final Stage: Aryna Sabalenka vs Amanda Anisimova",YES,5 out of 5 models agreed,5,5,Universal consensus that Sabalenka's world #1 ranking and superior form make her the clear favorite over Anisimova.,https://polymarket.com/event/wta-sabalen-anisimo-2025-11-07
2025-11-07T09:05:46.834310,20251107_090546,1,8,Nuclear weapon detonation by June 30?,NO,5 out of 5 models agreed,5,5,All models agree nuclear detonation is extremely unlikely given the rarity of such events and current geopolitical conditions.,https://polymarket.com/event/nuclear-weapon-detonation-by-june-30
2025-11-07T09:05:46.834310,20251107_090546,2,22,Will Iran close the Strait of Hormuz in 2025?,NO,5 out of 5 models agreed,5,5,"Universal consensus that closing the Strait would trigger massive conflict and economic devastation, making it extremely unlikely.",https://polymarket.com/event/will-iran-close-the-strait-of-hormuz-in-2025
2025-11-07T09:05:46.834310,20251107_090546,3,19,Will Andy Byron rank in Google's Top 5 Most Searched People of 2025?,NO,5 out of 5 models agreed,5,5,Complete agreement that Andy Byron lacks the mainstream recognition needed to reach top 5 global search rankings.,https://polymarket.com/event/top-5-most-searched-people-on-google-2025
2025-11-07T09:05:46.834310,20251107_090546,4,11,USDC depeg by December 31?,NO,5 out of 5 models agreed,5,5,"All models cite USDC's strong reserves, institutional backing, and historical peg stability as reasons depeg is highly unlikely.",https://polymarket.com/event/stablecoins-depeg-by-december-31
2025-11-07T09:05:46.834310,20251107_090546,5,18,Will Charlie Kirk rank in Google's Top 5 Most Searched People of 2025?,NO,5 out of 5 models agreed,5,5,Universal agreement that Charlie Kirk's niche conservative appeal lacks the mainstream celebrity status required for top 5 global searches.,https://polymarket.com/event/top-5-most-searched-people-on-google-2025
2025-11-07T09:12:59.335295,20251107_091259,1,4,Nuclear weapon detonation by June 30?,NO,5 out of 5 models agreed,5,5,All models agree this is an extremely low-probability catastrophic event with no realistic path to occurrence.,https://polymarket.com/event/nuclear-weapon-detonation-by-june-30
2025-11-07T09:12:59.335295,20251107_091259,2,18,Will Iran close the Strait of Hormuz in 2025?,NO,5 out of 5 models agreed,5,5,"Universal agreement that this would trigger major international conflict and economic devastation, making it highly improbable.",https://polymarket.com/event/will-iran-close-the-strait-of-hormuz-in-2025
2025-11-07T09:12:59.335295,20251107_091259,3,15,Will Andy Byron rank in Google's Top 5 Most Searched People of 2025?,NO,5 out of 5 models agreed,5,5,Complete consensus that this individual lacks the public profile necessary to achieve top 5 global search status.,https://polymarket.com/event/top-5-most-searched-people-on-google-2025
2025-11-07T09:12:59.335295,20251107_091259,4,7,USDC depeg by December 31?,NO,5 out of 5 models agreed,5,5,"All models cite USDC's robust reserves, regulatory compliance, and stable infrastructure as making a depeg extremely unlikely.",https://polymarket.com/event/stablecoins-depeg-by-december-31
2025-11-07T09:12:59.335295,20251107_091259,5,24,Will Trump talk to Zohran Mamdani in November?,NO,5 out of 5 models agreed,5,5,Universal agreement that this interaction is highly improbable given the lack of connection between Trump and this relatively obscure progressive politician.,https://polymarket.com/event/who-will-trump-talk-to-in-november
